nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.015,0.025,0.001,0.054,0.021,0.194,0.008,0.504,0.017,0.981,0.085,0.496,0.482,0.498,0.963,1
0,0.526,1.429,1.778,2.964,1.396,2.577,5.364,1.778,2.769,0.885,7.949,0.819,1.918,2.115,1.369,1
0.889,0.681,0.927,0.309,0.91,0.926,0.931,0.547,0.603,0.364,0.767,0.41,0.231,0.222,0.462,0.155,0.234
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.002,0.014,0.032,0.034,0.187,0.142,0.177,0.142,0.091,0.093,0.447,0.505,0.531,0.141,1.001,1
0,0.057,0.034,0.184,0.133,0.019,0.012,0.562,0.713,1.115,1.103,0.195,0.203,0.207,0.645,1.019,1
0.55,0.149,0.546,0.144,0.612,0.548,0.786,0.456,0.743,0.374,0.787,0.057,0.075,0.122,0.193,0.101,0.193
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.066,0.1,0.036,0.416,0.853,1.083,1.012,4.566,0.931,6.274,1.662,1.756,0.928,0.946,0.924,1
0,0.045,0.085,0.14,0.246,0.138,0.12,0.465,0.393,0.93,0.671,0.574,0.581,0.661,0.664,0.986,1
0.972,0.784,0.986,0.129,0.979,0.82,0.977,0.79,0.74,0.629,0.722,0.095,0.047,0.239,0.245,0.396,0.214
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.004,0.013,0.11,0.048,0.274,0.102,0.275,0.058,0.232,0.029,0.281,0.164,0.354,0.086,0.274,1
0,0.116,0.108,0.257,0.137,0.075,0.161,1.047,0.904,1.814,1.691,1.417,1.138,0.817,0.723,1.933,1
0.99,0.986,0.727,0.98,0.128,0.981,0.969,0.84,0.918,0.638,0.675,0.334,0.39,0.524,0.348,0.292,0.204
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.055,0.111,0.467,0.395,1.142,0.067,1.07,0.7,0.86,0.752,1.298,1.079,4.188,0.819,7.658,1
0,0.069,0.019,0.085,0.037,0.054,0.15,0.59,0.608,0.968,0.97,0.527,0.535,0.278,0.512,0.716,1
0.99,0.991,0.879,0.973,0.392,0.982,0.861,0.917,0.744,0.91,0.806,0.167,0.256,0.333,0.153,0.096,0.079
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.002,0.007,0.065,0.188,0.256,0.259,0.199,0.262,0.114,0.056,0.824,0.75,1.083,0.285,1.029,1
0,0.296,0.243,0.425,0.495,0.111,0.04,1.709,1.547,1.741,1.602,0.549,0.794,0.611,0.892,0.978,1
0.908,0.942,0.352,0.965,0.164,0.954,0.912,0.945,0.791,0.927,0.68,0.628,0.441,0.452,0.282,0.073,0.086
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.025,0.008,0.058,0.061,0.128,0.183,0.271,0.252,0.281,0.994,0.508,0.511,0.171,0.562,0.141,1
0,0.022,0.018,0.189,0.163,0.063,0.038,0.576,0.582,1.034,1.001,0.103,0.009,0.53,0.221,0.998,1
0.318,0.152,0.402,0.097,0.338,0.654,0.773,0.616,0.663,0.505,0.768,0.292,0.307,0.323,0.277,0.243,0.136
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.037,0.096,0.289,0.008,0.748,0.716,0.775,1.161,0.935,0.835,1.732,1.627,2.2,1.069,1.112,1
0,0.105,0.062,0.089,0.084,0.035,0.064,0.375,0.265,0.902,0.871,0.002,0.043,0.149,0.198,0.965,1
0.765,0.7,0.301,0.723,0.118,0.709,0.51,0.322,0.321,0.51,0.276,0.373,0.359,0.444,0.523,0.354,0.515
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.015,0.005,0.002,0.043,0.107,0.135,0.078,0.47,0.108,0.96,0.439,0.521,0.076,0.034,1.002,1
0,0.272,0.369,0.447,0.722,0.048,0.296,2.133,0.167,2.025,1.165,4.309,4.573,3.727,2.517,1.046,1
0.962,0.842,0.975,0.264,0.955,0.802,0.971,0.591,0.816,0.565,0.815,0.225,0.129,0.108,0.117,0.082,0.19
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.051,0.049,0.302,0.178,1.032,1.032,1.985,1.145,0.86,0.884,2.61,2.028,1.223,1.236,3.756,1
0,0.111,0.102,0.193,0.213,0.08,0.063,0.162,0.776,1.068,1.036,0.338,0.439,0.321,0.347,0.559,1
0.948,0.911,0.486,0.983,0.234,0.957,0.848,0.328,0.288,0.374,0.18,0.502,0.432,0.534,0.567,0.175,0.178
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.128,0.212,0.139,0.111,0.968,0.892,1.034,1.113,0.296,0.602,3.14,2.716,3.996,1.249,7.908,1
0,0.11,0.048,0.127,0.006,0.019,0.123,0.535,0.577,0.019,0.001,0.064,0.01,0.133,0.519,0.879,1
0.635,0.448,0.418,0.668,0.352,0.812,0.826,0.699,0.763,0.674,0.397,0.499,0.503,0.762,0.554,0.343,0.277
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.075,0.076,0.095,0.285,0.005,1.298,0.261,1.283,0.221,5.731,0.734,1.481,0.424,1.143,0.561,1
0,0.108,0.11,0.1,0.175,0.015,0.046,0.496,0.512,0.76,0.576,0.534,0.504,0.548,0.537,0.99,1
0.93,0.701,0.955,0.247,0.96,0.748,0.964,0.809,0.92,0.515,0.67,0.273,0.127,0.553,0.578,0.612,0.47
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.111,0.047,0.262,0.011,0.736,0.686,3.802,1.286,1.012,1.016,1.873,1.699,0.867,0.762,1.096,1
0,0.57,0.207,0.844,0.418,0.904,2.203,5.389,9.3,2.453,3.349,1.411,1.659,4.157,7.386,1.136,1
0.77,0.641,0.54,0.488,0.46,0.848,0.71,0.59,0.369,0.667,0.477,0.618,0.47,0.615,0.57,0.502,0.455
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.061,0.065,0.075,0.084,0.12,0.207,0.226,0.197,0.199,0.183,0.314,0.199,0.564,0.561,0.186,1
0,0.193,0.067,0.161,0.124,0.124,0.056,0.548,0.57,1.308,1.309,1.29,0.008,0.314,0.317,1.146,1
0.052,0.047,0.063,0.028,0.148,0.381,0.129,0.236,0.314,0.384,0.357,0.014,0.014,0.131,0.11,0.14,0.117
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,1.76,1.511,5.877,0.302,12.39,3.667,27.713,5.136,72.553,1.774,36.783,6.202,33.731,37.092,1.325,1
0,0.186,0.072,0.384,0.059,0.106,0.374,0.378,1.238,0.714,1.183,0.262,0.855,0.231,0.53,1.005,1
0.972,0.982,0.922,0.922,0.252,0.916,0.801,0.684,0.871,0.659,0.807,0.236,0.235,0.598,0.34,0.207,0.377
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.159,0.082,0.403,0.053,0.963,0.182,0.286,0.821,2.505,2.384,1.031,0.781,0.612,0.059,1.022,1
0,0.091,0.058,0.037,0.037,0.089,0.102,0.513,0.62,0.225,0.237,0.331,0.37,0.663,0.675,1.011,1
0.093,0.062,0.102,0.188,0.291,0.502,0.308,0.228,0.507,0.337,0.607,0.132,0.062,0.282,0.297,0.561,0.493
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.011,0.012,0.017,0.03,0.1,0.155,0.192,0.202,0.197,1.007,0.268,0.294,0.192,0.188,1.014,1
0,0.081,0.214,0.329,0.435,0.262,0.332,0.687,0.701,1.492,0.99,0.995,0.253,0.846,0.184,0.982,1
0.949,0.344,0.931,0.159,0.928,0.43,0.874,0.616,0.589,0.65,0.602,0.046,0.039,0.045,0.061,0.089,0.129
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.094,0.012,0.171,0.189,0.588,0.492,0.596,0.561,3.061,3.089,1.302,1.294,1.292,0.559,1.012,1
0,0.513,0.035,0.688,0.494,0.358,1.571,3.487,4.1,6.172,6.135,0.921,1.036,1.077,3.092,1.096,1
0.412,0.228,0.149,0.421,0.154,0.762,0.596,0.758,0.814,0.769,0.548,0.142,0.101,0.654,0.348,0.09,0.078
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.015,0.253,1.473,1.512,3.488,3.566,3.205,3.98,1.181,1.47,11.418,9.068,13.913,16.437,15.183,1
0,0.087,0.075,0.127,0.244,0.238,0.251,1.233,1.18,1.169,1.102,0.699,0.956,0.556,0.876,0.884,1
0.908,0.897,0.203,0.967,0.104,0.975,0.863,0.968,0.788,0.835,0.773,0.373,0.269,0.569,0.204,0.127,0.124
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.129,0.022,0.218,0.318,0.759,0.883,0.895,0.893,0.989,0.988,2.014,2.165,2.209,2.194,1.111,1
0,0.11,0.131,0.319,0.264,0.19,0.181,0.519,0.527,0.996,0.983,0.054,0.143,0.164,0.171,0.964,1
0.934,0.32,0.947,0.082,0.962,0.626,0.95,0.748,0.813,0.705,0.595,0.17,0.233,0.22,0.196,0.108,0.082
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.09,1.178,0.126,0.181,0.858,1.023,1.039,1.247,1.232,1.266,0.999,1.247,0.981,0.992,0.995,1
0,0.576,0.327,0.022,0.778,0.231,0.255,0.759,0.759,0.772,0.773,0.963,0.855,0.935,0.938,1.002,1
0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.005,0.007,0.006,0.005,0.003
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.045,0.003,0.141,0.262,0.918,0.816,1.011,1.051,1.037,4.843,1.722,2.382,0.917,2.552,1.205,1
0,0.069,0.083,0.225,0.228,0.208,0.122,0.713,0.604,1.065,0.454,0.302,0.049,0.939,0.095,0.982,1
0.961,0.714,0.967,0.184,0.974,0.788,0.987,0.745,0.678,0.837,0.8,0.129,0.127,0.133,0.132,0.176,0.083
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.008,0.016,0.002,0.048,0.083,0.176,0.105,0.175,0.008,0.024,0.142,0.467,0.482,0.493,0.997,1
0,0.963,0.914,1.116,2.261,0.684,1.495,2.385,2.807,2.416,2.646,1.81,0.885,1.743,1.782,0.95,1
0.953,0.561,0.935,0.082,0.896,0.747,0.971,0.702,0.879,0.641,0.795,0.172,0.134,0.172,0.256,0.096,0.106
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.007,0.147,0.074,0.009,0.492,0.587,1.678,1.946,2.931,0.568,1.308,1.205,1.468,1.479,1.014,1
0,0.413,0.268,1.058,0.106,0.25,1.534,1.677,2.25,3.467,0.713,3.036,3.338,1.07,1.111,0.987,1
0.891,0.836,0.512,0.772,0.177,0.216,0.204,0.75,0.191,0.694,0.613,0.018,0.013,0.326,0.174,0.17,0.123
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.547,0.042,2.427,0.202,4.177,2.016,2.901,2.66,0.886,1.384,13.203,3.189,11.826,1.649,26.813,1
0,0.159,0.064,0.252,0.025,0.161,0.429,1.3,1.285,1.025,1.047,0.575,1.086,0.452,0.974,1.141,1
0.993,0.989,0.876,0.956,0.086,0.954,0.911,0.927,0.905,0.711,0.844,0.154,0.176,0.369,0.166,0.208,0.194
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.111,0.056,1.896,9.801,11.62,6.757,6.842,6.282,6.748,2.158,17.643,17.012,7.884,6.837,0.679,1
0,0.09,0.081,0.229,1.296,1.334,0.03,0.032,0.579,1.355,0.159,0.59,0.568,0.111,0.125,1.01,1
0.073,0.084,0.055,0.059,0.066,0.193,0.167,0.297,0.39,0.308,0.527,0.115,0.32,0.684,0.667,0.317,0.709
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.187,0.51,0.001,0.574,2.887,0.747,8.822,1.02,9.211,2.437,8.323,2.571,0.949,1.067,1.058,1
0,0.053,0.025,0.137,0.048,0.078,0.123,0.158,0.441,0.078,0.358,0.351,0.312,0.601,0.606,0.998,1
0.962,0.942,0.877,0.863,0.536,0.883,0.899,0.909,0.697,0.547,0.649,0.455,0.584,0.531,0.844,0.599,0.798
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.014,0.026,0.032,0.02,0.116,0.133,0.152,0.175,0.017,0.012,0.261,0.383,0.449,0.46,0.151,1
0,0.202,0.181,0.42,0.346,0.215,0.366,1.329,1.491,1.318,1.379,0.268,0.099,0.177,0.166,1.271,1
0.891,0.532,0.894,0.426,0.976,0.834,0.951,0.593,0.796,0.383,0.727,0.491,0.375,0.408,0.633,0.265,0.225
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.117,0.087,0.173,0.187,0.123,0.251,1.019,1.376,0.435,0.496,0.06,0.005,1.315,1.29,0.959,1
0,0.019,0.016,0.124,0.074,0.367,0.484,1.275,0.328,0.361,0.235,1.521,1.569,0.281,0.239,0.982,1
0.04,0.023,0.027,0.009,0.018,0.032,0.019,0.013,0.031,0.217,0.495,0.027,0.024,0.067,0.174,0.067,0.115
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.02,0.031,0.011,0.021,0.15,0.113,0.655,0.719,0.98,0.991,0.507,0.542,0.592,0.596,1.003,1
0,0.202,0.06,0.415,0.068,0.366,0.396,0.523,0.473,0.935,0.94,0.444,0.431,0.454,0.493,0.955,1
0.869,0.747,0.562,0.756,0.129,0.631,0.555,0.445,0.275,0.391,0.416,0.386,0.307,0.68,0.311,0.44,0.403
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.215,0.203,0.022,0.211,0.208,0.109,0.375,0.351,0.093,0.11,0.871,0.901,0.447,0.321,0.983,1
0,0.177,0.211,0.006,0.068,0.102,0.018,0.08,0.068,0.203,0.168,1.156,1.144,0.025,0.143,1.003,1
0.013,0.008,0.006,0.011,0.008,0.028,0.01,0.432,0.087,0.252,0.449,0.006,0.007,0.117,0.078,0.348,0.244
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.841,0.304,3.993,1.148,4.819,3.818,19.947,7.431,32.826,7.012,20.776,21.428,18.203,18.558,34.679,1
0,0.05,0.053,0.034,0.071,0.265,0.32,0.45,0.614,1.068,0.044,0.391,0.392,0.784,0.407,1.162,1
0.514,0.312,0.394,0.207,0.144,0.155,0.192,0.527,0.43,0.619,0.557,0.124,0.124,0.331,0.237,0.178,0.242
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.016,0.022,0.001,0.072,0.206,0.285,0.193,1.584,0.029,0.03,0.301,0.31,0.149,0.047,0.961,1
0,0.731,0.899,1.908,2.805,0.734,2.217,5.905,0.869,4.799,5.251,4.009,10.373,5.446,4.923,1.031,1
0.899,0.606,0.912,0.295,0.852,0.705,0.943,0.709,0.876,0.679,0.839,0.348,0.183,0.183,0.186,0.121,0.189
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.005,0.044,0.029,0.081,0.095,0.228,0.11,0.188,0.161,0.123,0.553,0.619,0.997,0.915,1.212,1
0,0.077,0.128,0.075,0.187,0.046,0.012,0.559,0.481,0.763,0.769,0.371,0.369,0.822,0.755,1.103,1
