0,0.549,0.488,2.024,0.085,2.741,2.612,3.622,3.561,0.311,0.371,4.525,6.684,2.701,2.49,1.129,1
0,0.007,0.008,0.082,0.121,0.102,0.146,0.602,0.638,0.048,0.044,0.172,0.145,0.586,0.583,0.981,1
0.11,0.038,0.144,0.076,0.253,0.684,0.84,0.478,0.776,0.503,0.529,0.559,0.594,0.396,0.586,0.332,0.451
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.008,0.008,0.016,0.02,0.041,0.086,0.103,0.389,0.092,0.95,0.028,0.076,0.07,0.431,0.996,1
0,0.046,0.016,0.056,0.055,0.186,0.108,0.607,0.264,1.034,1.006,1.208,0.631,0.744,0.285,1.017,1
0.542,0.236,0.468,0.316,0.528,0.635,0.854,0.488,0.47,0.638,0.615,0.389,0.349,0.362,0.571,0.171,0.326
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.011,0.01,0.032,0.044,0.043,0.096,0.151,0.123,0.022,0.051,0.127,0.096,0.46,0.456,0.997,1
0,0.067,0.254,0.282,0.749,0.753,0.371,2.855,2.93,2.869,3.035,2.535,4.653,0.356,0.405,1.002,1
0.915,0.697,0.806,0.386,0.66,0.522,0.841,0.82,0.88,0.528,0.765,0.124,0.077,0.075,0.081,0.079,0.174
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.227,0.001,0.245,0.016,0.126,0.152,0.257,0.251,0.26,1.103,0.334,0.613,0.198,0.193,0.979,1
0,0.424,0.055,0.357,0.125,0.055,0.056,0.737,0.519,1.339,1.066,0.082,0.56,0.024,0.025,1,1
0.04,0.019,0.066,0.048,0.146,0.115,0.143,0.464,0.528,0.391,0.351,0.056,0.053,0.06,0.07,0.048,0.063
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.047,0.052,0.091,0.099,0.181,0.227,0.184,0.164,0.12,0.166,0.324,0.396,0.77,0.203,1.049,1
0,0.123,0.114,0.165,0.268,0.115,0.022,1.019,0.939,1.431,1.427,0.012,0.141,0.713,0.586,1.103,1
0.899,0.89,0.307,0.975,0.191,0.981,0.934,0.812,0.679,0.629,0.399,0.239,0.175,0.341,0.385,0.172,0.164
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.16,0.185,0.156,0.106,0.495,0.234,1.27,1.365,0.635,0.5,1.199,1.272,0.664,0.607,0.94,1
0,0.401,0.072,1.102,0.299,0.28,1.364,0.4,0.604,0.152,0.258,0.964,1.169,1.441,1.495,0.999,1
0.691,0.567,0.264,0.482,0.095,0.565,0.619,0.367,0.142,0.522,0.218,0.196,0.108,0.261,0.169,0.126,0.131
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.011,0.067,0.007,0.143,0.398,0.057,2.027,0.997,3.67,0.218,1.203,1.05,1.284,1.103,0.966,1
0,0.083,0.034,0.178,0.064,0.147,0.284,0.121,0.55,0.442,0.28,0.02,0.18,0.314,0.372,1.033,1
0.882,0.866,0.776,0.78,0.668,0.93,0.68,0.782,0.628,0.424,0.201,0.518,0.394,0.649,0.551,0.186,0.273
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.109,0.06,10.849,0.444,0.756,1.147,1.126,1.251,0.792,1.104,5.05,5.095,6.904,1.253,0.917,1
0,0.04,0.033,0.125,0.035,0.095,0.077,0.328,0.353,0.055,0.043,0.32,0.322,0.278,0.381,1.001,1
0.623,0.436,0.411,0.41,0.563,0.756,0.914,0.699,0.791,0.581,0.721,0.666,0.672,0.554,0.539,0.484,0.47
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.02,0.024,0.292,0.45,0.839,0.977,0.919,0.862,1.011,0.966,2.085,2.06,1.217,1.134,1.121,1
0,0.068,0.054,0.097,0.156,0.103,0.074,0.619,0.653,0.944,0.922,0.114,0.142,0.533,0.543,1.006,1
0.841,0.754,0.318,0.929,0.222,0.959,0.93,0.636,0.679,0.285,0.243,0.477,0.496,0.738,0.828,0.604,0.668
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.004,0.007,0.034,0.034,0.105,0.087,0.655,0.077,0.939,0.951,0.015,0.041,0.388,0.406,0.057,1
0,0.058,0.062,0.131,0.123,0.119,0.196,0.771,1.035,0.898,0.863,1.357,1.433,0.304,0.273,2.506,1
0.89,0.25,0.812,0.277,0.93,0.798,0.979,0.595,0.87,0.301,0.661,0.593,0.617,0.397,0.47,0.131,0.112
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.007,0.021,0.044,0.221,0.283,0.35,0.288,0.304,1.171,0.36,0.844,0.926,0.77,0.33,1.035,1
0,0.279,0.277,0.254,0.511,0.121,0.078,1.571,1.587,1.129,2.861,0.616,1.229,0.616,2.16,0.993,1
0.273,0.23,0.126,0.699,0.158,0.578,0.846,0.164,0.259,0.222,0.135,0.065,0.087,0.086,0.105,0.134,0.097
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.838,0.562,1.49,1.451,5.127,2.42,21.031,2.528,34.844,0.519,3.102,0.407,19.468,5.592,2.205,1
0,0.032,0.02,0.056,0.003,0.047,0.227,0.058,0.408,0.173,0.355,0.55,0.647,0.054,0.248,0.993,1
0.979,0.975,0.946,0.931,0.607,0.981,0.992,0.834,0.854,0.803,0.689,0.545,0.566,0.447,0.273,0.287,0.234
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.023,0.102,0.254,0.522,0.952,0.908,3.363,1.995,5.896,6.253,3.538,1.969,1.004,0.965,5.357,1
0,0.189,0.156,0.276,0.241,0.007,0.1,0.307,0.371,0.69,0.821,0.273,0.095,0.188,0.261,0.676,1
0.243,0.113,0.06,0.453,0.066,0.558,0.455,0.589,0.192,0.412,0.236,0.262,0.152,0.423,0.607,0.194,0.259
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.02,0.001,0.036,0.043,0.036,0.141,0.141,0.141,0.065,0.989,0.131,0.874,0.525,0.523,1,1
0,0.371,0.735,0.5,1.708,0.848,1.294,3.987,3.858,3.747,0.56,2.562,6.52,0.2,0.558,0.985,1
0.946,0.804,0.949,0.346,0.829,0.567,0.933,0.609,0.757,0.623,0.66,0.116,0.098,0.101,0.109,0.101,0.222
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.204,0.135,0.12,0.033,0.023,0.02,0.612,0.442,1.07,1.066,0.218,0.22,0.578,0.58,0.074,1
0,0.728,0.726,0.604,0.203,0.097,0.354,0.076,0.052,0.886,0.896,0.102,0.119,0.236,0.329,1.055,1
0.014,0.008,0.012,0.009,0.026,0.126,0.129,0.309,0.337,0.67,0.584,0.048,0.054,0.081,0.111,0.069,0.06
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.086,0.21,0.427,0.279,0.145,1.146,1.59,2.131,0.797,1.272,2.616,2.925,1.293,1.32,1.013,1
0,0.063,0.082,0.023,0.141,0.2,0.022,0.538,0.394,0.141,0.139,0.431,0.256,0.574,0.576,1.003,1
0.871,0.73,0.845,0.214,0.447,0.598,0.704,0.339,0.623,0.248,0.271,0.061,0.06,0.289,0.195,0.213,0.233
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.025,0.037,0.108,0.031,0.293,0.324,0.306,0.338,0.249,0.222,0.753,0.744,1.079,1.032,1.008,1
0,0.184,0.05,0.527,0.007,0.05,0.034,2.298,2.221,3.068,3.514,0.541,0.542,0.554,0.628,1.054,1
0.879,0.942,0.506,0.977,0.076,0.909,0.624,0.629,0.393,0.366,0.121,0.335,0.214,0.688,0.396,0.2,0.152
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.102,0.143,0.058,0.303,0.541,0.873,0.675,0.943,0.28,0.975,1.327,2.596,0.701,0.933,0.869,1
0,0.047,0.055,0.111,0.161,0.022,0.002,0.282,0.364,0.188,0.648,0.261,0.2,0.602,0.603,1,1
0.74,0.454,0.809,0.193,0.656,0.822,0.972,0.639,0.822,0.388,0.645,0.595,0.706,0.492,0.581,0.713,0.535
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.04,0.312,0.054,0.385,1.056,0.596,1.298,0.753,9.107,0.493,1.446,0.534,3.868,3.923,3.095,1
0,0.178,0.121,0.414,0.155,0.299,0.315,1.001,0.908,0.391,1.057,0.752,1.51,0.035,0.008,0.173,1
0.95,0.862,0.926,0.688,0.589,0.939,0.936,0.82,0.914,0.769,0.646,0.296,0.379,0.746,0.478,0.211,0.156
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.026,0.005,0.055,0.064,0.075,0.163,0.066,0.209,0.054,0.033,0.035,0.095,0.075,0.547,0.002,1
0,0.239,0.406,0.411,0.664,0.38,0.276,2.196,1.984,2.013,2.217,3.191,3.073,5.157,0.341,5.469,1
0.974,0.942,0.98,0.32,0.881,0.742,0.979,0.432,0.924,0.533,0.891,0.44,0.327,0.204,0.244,0.096,0.097
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.146,0.01,0.179,0.129,0.571,0.901,0.738,0.727,0.747,5.34,1.218,1.378,0.589,0.92,0.921,1
0,0.034,0.105,0.126,0.236,0.205,0.238,0.516,0.459,0.815,0.572,0.574,0.327,0.493,0.268,0.996,1
0.902,0.787,0.804,0.291,0.801,0.601,0.944,0.845,0.64,0.312,0.618,0.103,0.065,0.066,0.069,0.065,0.03
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.661,0.01,0.08,0.849,0.7,0.992,1.381,0.995,0.572,0.845,0.722,0.99,1.126,0.545,1.304,1
0,0.224,0.069,0.012,0.254,0.213,0.292,0.954,0.598,0.729,1.003,0.43,0.955,1.363,1.326,0.952,1
0.005,0.004,0.005,0.007,0.006,0.015,0.008,0.011,0.007,0.12,0.08,0.005,0.011,0.013,0.017,0.079,0.083
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,1.042,0.446,1.388,0.461,1.712,0.253,2.365,0.576,1.72,0.683,1.945,0.434,2.055,0.724,1.916,1
0,0.015,0.028,0.032,0.053,0.056,0.057,0.25,0.211,0.347,0.297,0.378,0.38,0.675,0.688,0.993,1
0.255,0.236,0.292,0.237,0.149,0.733,0.748,0.653,0.664,0.618,0.679,0.918,0.905,0.91,0.946,0.851,0.847
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.101,0.062,0.492,0.693,1.412,1.432,1.429,1.315,8.347,8.233,4.168,2.103,4.412,1.449,1,1
0,0.053,0.066,0.149,0.141,0.008,0.04,0.57,0.545,0.686,0.738,0.103,0.469,0.04,0.58,1.023,1
0.916,0.961,0.279,0.987,0.087,0.981,0.895,0.821,0.469,0.808,0.367,0.07,0.138,0.379,0.174,0.351,0.263
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,5.061,10.991,14.044,17.013,87.865,60.096,177.79,69.716,435.262,35.148,229.004,213.087,207.681,63.166,450.467,1
0,0.129,0.092,0.248,0.17,0.25,0.124,0.077,0.447,0.632,1.032,0.056,0.086,0.083,0.451,0.861,1
0.915,0.914,0.572,0.927,0.173,0.819,0.679,0.435,0.401,0.736,0.274,0.506,0.379,0.704,0.65,0.431,0.511
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.104,0.075,0.268,0.082,0.751,0.476,1.486,0.272,3.046,3.173,1.34,0.673,0.515,0.145,0.816,1
0,0.129,0.148,0.127,0.157,0.046,0.018,0.214,0.491,0.181,0.199,0.209,0.207,0.585,0.594,1.001,1
0.148,0.075,0.128,0.177,0.271,0.479,0.52,0.289,0.167,0.474,0.531,0.383,0.241,0.631,0.472,0.573,0.61
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.267,0.49,0.061,0.089,0.757,1.276,1.025,3.373,5.985,6.046,1.744,1.291,0.845,0.923,0.919,1
0,0.084,0.046,0.419,0.411,0.045,0.215,0.841,0.12,0.836,0.807,0.349,0.224,0.483,0.183,0.999,1
0.034,0.03,0.064,0.078,0.087,0.259,0.49,0.227,0.526,0.422,0.768,0.155,0.179,0.212,0.183,0.173,0.148
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.459,0.171,0.838,0.666,0.845,1.443,8.489,8.223,4.668,5.322,4.773,6.788,1.81,6.64,1.017,1
0,0.114,0.053,0.008,0.028,0.226,0.178,0.379,0.394,0.985,0.997,0.227,0.69,0.484,0.241,1.135,1
0.258,0.14,0.224,0.034,0.1,0.092,0.09,0.542,0.726,0.595,0.577,0.053,0.059,0.272,0.152,0.282,0.27
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.01,0.015,0.035,0.004,0.129,0.149,0.247,0.162,1.016,0.129,0.457,0.267,0.591,0.209,1.012,1
0,0.06,0.052,0.088,0.066,0.06,0.038,0.351,0.388,0.932,0.606,0.346,0.359,0.562,0.385,1.004,1
0.919,0.875,0.491,0.953,0.222,0.995,0.912,0.815,0.839,0.314,0.321,0.221,0.322,0.731,0.359,0.407,0.183
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.015,0.019,0.044,0.004,0.115,0.177,0.447,0.381,0.07,1.071,0.286,0.356,0.41,0.459,0.92,1
0,0.117,0.18,0.168,0.197,0.035,0.058,0.191,0.188,0.324,1.045,0.151,0.202,0.239,0.388,0.967,1
0.061,0.053,0.053,0.071,0.079,0.157,0.158,0.069,0.132,0.116,0.122,0.046,0.042,0.083,0.099,0.08,0.132
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.699,0.02,0.664,0.522,0.301,0.093,0.19,0.259,0.125,0.038,0.067,0.15,0.198,0.194,0.997,1
0,0.138,0.047,0.239,0.269,0.427,0.24,0.02,0.555,0.405,0.384,0.559,0.906,0.509,0.589,1.006,1
0.032,0.021,0.05,0.03,0.023,0.13,0.127,0.431,0.825,0.686,0.651,0.053,0.072,0.058,0.103,0.028,0.047
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.044,0.004,0.16,0.139,0.592,0.771,0.795,1.008,1.052,0.272,1.181,1.265,1.037,1.028,0.998,1
0,0.093,0.067,0.328,0.261,0.096,0.261,0.099,0.173,0.966,0.225,0.307,0.319,0.263,0.252,0.992,1
0.525,0.313,0.67,0.189,0.777,0.528,0.737,0.27,0.558,0.301,0.433,0.357,0.248,0.564,0.719,0.728,0.537
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.067,1.073,0.138,1.082,0.995,0.115,0.602,1.025,0.943,0.989,1.002,1.082,0.963,0.988,0.981,1
0,0.067,0.485,0.036,0.562,0.496,0.634,0.273,0.445,0.44,0.858,0.44,0.833,0.245,0.258,1.006,1
0.894,0.81,0.782,0.732,0.582,0.746,0.857,0.909,0.657,0.431,0.452,0.266,0.32,0.179,0.188,0.296,0.22
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.013,0.042,0.011,0.057,0.295,0.078,0.835,0.1,0.675,0.043,0.566,0.471,0.242,0.144,1.018,1
0,0.036,0.081,0.184,0.051,0.184,0.372,1.295,1.668,1.052,2.638,0.08,0.208,1.153,1.536,0.999,1
0.932,0.84,0.815,0.72,0.576,0.893,0.873,0.36,0.69,0.306,0.329,0.569,0.546,0.585,0.815,0.338,0.327
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.064,0.08,0.27,0.134,0.438,0.014,0.698,0.612,1.244,1.058,0.886,0.547,0.866,0.856,1.011,1
0,0.048,0.029,0.04,0.014,0.108,0.123,0.303,0.162,0.479,0.178,0.455,0.478,0.715,0.715,1.005,1
0.99,0.988,0.927,0.939,0.34,0.994,0.985,0.69,0.941,0.489,0.775,0.949,0.903,0.519,0.442,0.411,0.431
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.01,0.053,0.273,0.041,0.943,0.542,1.009,0.936,4.721,4.769,0.862,1.151,0.969,1.024,0.963,1
0,0.104,0.05,0.235,0.145,0.174,0.074,0.477,0.529,0.506,0.511,0.575,0.361,0.347,0.391,1.038,1
0.95,0.965,0.532,0.94,0.066,0.897,0.626,0.724,0.444,0.523,0.595,0.096,0.123,0.543,0.416,0.197,0.156
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.009,0.01,0.033,0.087,0.289,0.222,0.45,0.358,0.998,0.232,0.599,0.6,0.464,0.468,1.003,1
0,0.133,0.159,0.326,0.266,0.092,0.17,0.094,0.366,0.921,0.122,0.248,0.263,0.126,0.119,0.972,1
0.45,0.425,0.136,0.533,0.083,0.665,0.365,0.392,0.199,0.564,0.215,0.274,0.191,0.354,0.204,0.259,0.146
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.046,0.009,2.178,0.074,2.138,2.107,1.614,0.989,1.051,1.054,2.131,1.24,0.909,0.95,0.993,1
0,0.097,0.025,0.513,0.031,0.512,0.633,0.727,0.996,0.959,0.96,0.751,1.132,1.004,1.073,1.006,1
0.044,0.027,0.067,0.006,0.022,0.024,0.013,0.035,0.033,0.153,0.414,0.016,0.019,0.042,0.034,0.055,0.036
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.064,0.369,0.422,1.034,0.935,0.93,3.18,3.45,5.642,5.918,1.194,1.198,1.115,1.055,1.081,1
0,0.091,0.185,0.145,0.002,0.082,0.068,0.184,0.215,0.564,0.59,0.371,0.372,0.466,0.48,0.998,1
0.065,0.061,0.014,0.117,0.014,0.442,0.23,0.446,0.261,0.571,0.519,0.019,0.025,0.113,0.13,0.338,0.319
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.007,0.01,0.018,0.052,0.131,0.133,0.179,0.192,0.163,0.172,0.459,0.477,0.158,0.607,0.982,1
0,0.093,0.121,0.208,0.243,0.027,0.134,0.649,0.471,1.11,1.124,0.265,0.148,0.485,0.33,1.018,1
0.72,0.446,0.798,0.096,0.824,0.553,0.841,0.642,0.79,0.535,0.578,0.402,0.505,0.515,0.537,0.486,0.578
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.072,0.852,0.638,0.615,0.269,0.485,0.719,0.973,0.46,3.379,0.484,0.416,0.436,0.227,0.944,1
0,0.178,0.135,0.351,0.307,0.364,0.488,0.682,0.772,0.664,0.081,0.417,0.429,0.978,0.606,0.963,1
0.936,0.711,0.91,0.432,0.807,0.953,0.953,0.839,0.726,0.645,0.487,0.556,0.272,0.462,0.407,0.426,0.71
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.054,0.02,0.044,0.179,0.618,0.602,0.579,1.104,0.454,3.887,2.008,2.081,1.276,2.505,0.928,1
0,0.114,0.114,0.316,0.295,0.419,0.27,0.362,0.432,0.995,0.437,0.093,0.002,0.684,0.358,0.973,1
0.884,0.244,0.837,0.124,0.889,0.624,0.894,0.542,0.669,0.189,0.531,0.494,0.76,0.249,0.295,0.45,0.354
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.015,0.012,0.004,0.024,0.007,0.107,0.071,0.104,0.027,0.039,0.346,0.382,0.447,0.476,1.002,1
0,0.143,0.002,0.21,0.222,0.284,0.079,1.155,1.077,0.954,0.971,0.464,0.308,0.365,0.35,1.016,1
0.943,0.809,0.854,0.58,0.675,0.866,0.974,0.66,0.878,0.453,0.64,0.424,0.51,0.319,0.408,0.285,0.271
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.365,1.165,0.027,1.335,1.095,2.135,2.972,3.345,2.08,2.095,4.711,0.151,4.627,4.627,3.481,1
0,0.917,1.182,1.131,1.131,1.863,1.901,4.447,4.329,2.13,2.094,7.228,7.812,7.896,7.888,4.773,1
0.012,0.008,0.01,0.01,0.006,0.015,0.006,0.03,0.022,0.203,0.358,0.02,0.015,0.028,0.017,0.016,0.018
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.37,0.261,1.066,0.176,2.425,1.268,4.109,12.314,3.449,3.934,7.756,9.328,8.262,10.223,8.723,1
0,0.086,0.082,0.088,0.081,0.327,0.198,0.173,0.25,0.076,0.069,0.486,0.64,1.255,1.279,1.385,1
