0,0.048,0.083,0.35,0.413,0.735,0.757,0.793,0.909,4.584,0.814,1.602,1.313,2.624,0.959,4.6,1
0,0.045,0.044,0.043,0.018,0.164,0.147,0.658,0.613,0.615,0.899,0.347,0.444,0.483,0.617,0.716,1
0.987,0.971,0.269,0.972,0.07,0.976,0.911,0.764,0.856,0.67,0.361,0.225,0.175,0.612,0.723,0.689,0.465
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.033,0.001,0.062,0.08,0.19,0.249,0.264,0.275,0.264,0.259,0.531,0.648,0.647,0.239,0.987,1
0,0.326,0.416,0.584,0.619,0.101,0.077,2.3,2.284,3.231,3.646,0.434,0.628,0.716,2.282,0.968,1
0.897,0.32,0.939,0.096,0.983,0.729,0.957,0.49,0.792,0.367,0.405,0.259,0.381,0.086,0.095,0.064,0.078
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.029,0.293,0.082,0.138,0.535,0.447,0.812,0.598,1.048,0.962,0.677,0.559,0.842,0.679,1.074,1
0,0.132,0.15,0.285,0.295,0.456,0.435,0.197,0.303,0.926,0.983,0.072,0.074,0.208,0.257,0.987,1
0.704,0.677,0.499,0.852,0.338,0.976,0.83,0.934,0.774,0.664,0.381,0.484,0.583,0.55,0.638,0.491,0.413
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.048,1.402,0.071,1.255,0.081,0.494,2.041,2.915,3.764,3.751,0.067,0.475,1.702,1.743,0.997,1
0,0.052,0.348,0.042,0.2,0.114,0.077,0.03,0.661,0.908,0.937,0.895,0.895,0.023,0.058,1.002,1
0.011,0.009,0.008,0.043,0.026,0.118,0.121,0.217,0.131,0.664,0.531,0.052,0.088,0.626,0.554,0.584,0.472
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.105,0.065,0.042,0.221,0.592,0.802,1.116,1.029,0.897,5.244,2.057,2.506,0.963,3.28,0.974,1
0,0.088,0.066,0.183,0.206,0.037,0.16,0.695,0.627,0.987,0.701,0.167,0.047,0.645,0.44,0.967,1
0.774,0.397,0.779,0.158,0.648,0.776,0.861,0.622,0.615,0.708,0.854,0.321,0.455,0.345,0.387,0.221,0.19
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.028,0.07,0.681,0.11,0.268,0.655,0.88,0.76,0.943,2.556,0.709,0.661,0.888,0.621,0.83,1
0,0.79,0.819,4.028,1.207,0.63,2.063,1.277,0.814,0.858,0.439,1.936,2.026,1.717,0.928,0.453,1
0.899,0.51,0.813,0.392,0.632,0.678,0.652,0.549,0.578,0.597,0.757,0.243,0.362,0.269,0.252,0.137,0.115
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.002,0.076,0.062,0.074,0.173,0.165,0.486,0.48,0.953,0.959,0.377,0.366,0.129,0.127,0.993,1
0,0.086,0.157,0.273,0.28,0.155,0.204,0.113,0.157,0.901,0.876,0.166,0.214,0.966,0.963,0.98,1
0.1,0.105,0.03,0.15,0.026,0.267,0.224,0.178,0.084,0.599,0.19,0.023,0.03,0.039,0.036,0.194,0.109
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.003,0.01,0.045,0.062,0.157,0.159,0.454,0.146,0.939,0.96,0.202,0.186,0.151,0.15,0.971,1
0,0.074,0.064,0.232,0.292,0.097,0.088,0.04,0.584,0.723,0.841,0.385,0.411,0.581,0.602,0.864,1
0.855,0.846,0.295,0.876,0.054,0.86,0.771,0.584,0.28,0.1,0.047,0.034,0.072,0.305,0.406,0.252,0.179
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.052,0.058,0.214,0.599,0.438,1.11,0.798,1.079,1.002,6.477,2.674,3.226,0.829,0.89,1.352,1
0,0.043,0.036,0.033,0.046,0.073,0.13,0.505,0.527,0.759,0.552,0.297,0.163,0.778,0.786,0.715,1
0.916,0.63,0.932,0.39,0.877,0.94,0.984,0.786,0.824,0.736,0.59,0.799,0.649,0.35,0.305,0.377,0.345
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.031,0.01,0.004,0.073,0.207,0.252,0.236,0.509,0.193,0.875,0.092,0.055,0.298,0.302,0.997,1
0,0.723,0.555,0.687,0.81,0.437,0.257,2.196,0.011,3.589,0.478,4.283,4.364,3.265,3.296,1.035,1
0.935,0.456,0.956,0.104,0.899,0.666,0.869,0.651,0.797,0.614,0.723,0.186,0.144,0.475,0.371,0.629,0.681
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,1.59,1.39,0.441,1.627,0.005,0,0.422,2.154,0.242,1.858,0.188,2.068,0.522,1.623,1.121,1
0,0.043,0.052,0.101,0.068,0.098,0.05,0.251,0.256,0.28,0.345,0.387,0.457,0.656,0.781,1.005,1
0.615,0.524,0.515,0.407,0.465,0.801,0.761,0.827,0.853,0.772,0.718,0.832,0.869,0.763,0.794,0.817,0.84
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.003,0.007,0.048,0.061,0.297,0.253,0.304,0.33,0.045,0.033,0.917,0.845,0.951,1.006,1.004,1
0,3.815,7.637,12.996,5.569,10.397,0.89,53.81,51.406,55.923,54.47,4.333,0.999,2.703,12.542,0.809,1
0.873,0.924,0.463,0.977,0.176,0.967,0.797,0.973,0.725,0.934,0.695,0.23,0.187,0.847,0.521,0.326,0.368
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.19,0.24,0.339,0.901,1.908,1.659,0.862,1.033,0.66,1.405,0.873,0.952,0.052,0.305,1.165,1
0,0.322,0.469,0.188,0.639,0.293,0.046,0.611,0.711,1.324,1.287,1.206,1.444,2.319,2.412,1.021,1
0.015,0.021,0.019,0.023,0.023,0.023,0.042,0.008,0.008,0.009,0.011,0.01,0.009,0.015,0.016,0.02,0.017
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.01,0.465,0.986,0.665,1.748,0.491,2.537,0.571,1.197,0.668,1.17,0.719,3.725,3.228,1.058,1
0,0.155,1.082,0.613,0.487,1.846,1.14,4.912,0.219,0.268,0.12,6.848,6.686,1.571,1.658,0.756,1
0.263,0.176,0.184,0.148,0.562,0.529,0.557,0.152,0.22,0.327,0.395,0.108,0.127,0.112,0.118,0.211,0.155
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.023,0.028,0.029,0.052,0.291,0.235,0.223,0.268,2.03,2.036,0.484,0.508,1.051,1.042,0.982,1
0,1.152,0.807,2.192,1.653,0.657,0.243,4.861,5.018,1.99,2.061,3.636,3.809,2.092,1.852,0.996,1
0.887,0.878,0.327,0.982,0.098,0.935,0.885,0.744,0.76,0.813,0.263,0.156,0.211,0.768,0.547,0.306,0.24
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.076,0.436,0.386,0.025,1.058,1.058,1.12,1.221,11.733,11.681,5.019,5.397,1.143,1.103,0.973,1
0,0.045,0.09,0.097,0.194,0.136,0.112,0.496,0.492,0.57,0.582,0.197,0.141,0.49,0.478,0.995,1
0.94,0.833,0.888,0.491,0.837,0.826,0.956,0.652,0.891,0.361,0.775,0.318,0.409,0.431,0.455,0.292,0.539
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.765,1.881,1.419,0.233,3.63,0.29,4.893,2.541,2.236,1.992,3.312,0.862,3.232,0.819,1.718,1
0,0.051,0.116,0.065,0.03,0.088,0.11,0.307,0.281,0.428,0.42,0.46,0.442,0.669,0.829,0.997,1
0.36,0.415,0.174,0.395,0.09,0.627,0.507,0.487,0.405,0.352,0.276,0.39,0.406,0.189,0.193,0.129,0.107
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,3.973,0.717,4.579,9.995,18.691,18.396,37.557,21.768,34.174,14.112,53.334,42.105,32.982,32.586,1.27,1
0,0.029,0.028,0.052,0.056,0.016,0.044,0.133,1.102,0.026,0.072,0.07,0.055,0.173,0.395,0.996,1
0.174,0.176,0.058,0.46,0.075,0.533,0.534,0.214,0.142,0.198,0.17,0.293,0.258,0.229,0.213,0.178,0.189
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.022,0.033,0.046,0.06,0.312,0.289,1.29,1.587,0.602,0.595,1.384,1.37,1.231,1.216,1,1
0,2.335,2.206,1.93,2.952,4.867,3.255,1.758,2.164,1.675,1.751,0.127,0.674,1.794,1.234,1.132,1
0.325,0.073,0.195,0.031,0.065,0.064,0.036,0.197,0.106,0.215,0.252,0.141,0.11,0.405,0.232,0.281,0.212
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.018,0.037,0.096,0.047,0.243,0.113,0.23,0.002,0.028,0.031,0.577,0.011,0.664,0.095,0.996,1
0,0.399,0.135,0.633,0.099,0.198,0.178,2.233,1.825,2.061,1.981,0.218,3.169,0.24,2.399,0.954,1
0.997,0.998,0.95,0.988,0.083,0.95,0.559,0.98,0.559,0.909,0.89,0.235,0.321,0.123,0.091,0.247,0.151
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.025,0.007,0.024,0.037,0.104,0.111,0.13,0.114,1.1,1.132,0.448,0.424,0.519,0.643,1.11,1
0,0.085,0.029,0.753,0.753,0.39,0.528,0.621,0.726,1.094,1.159,0.252,0.149,0.138,0.373,1.099,1
0.133,0.049,0.068,0.158,0.06,0.598,0.792,0.538,0.35,0.386,0.232,0.325,0.322,0.509,0.386,0.306,0.243
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.018,0.04,0.13,0.34,0.185,0.744,0.833,0.837,0.908,1.07,0.052,0.468,0.863,1.002,0.933,1
0,0.064,0.085,0.1,0.099,0.248,0.1,0.664,0.643,1.043,1.023,1.177,1.078,0.641,0.595,1.003,1
0.986,0.679,0.992,0.106,0.99,0.576,0.959,0.432,0.922,0.268,0.629,0.458,0.538,0.297,0.403,0.267,0.289
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.003,0.011,0.048,0.035,0.03,0.115,0.125,0.15,0.104,0.113,1.02,0.994,1.016,0.956,1.023,1
0,0.152,0.217,0.354,0.387,0.472,0.143,1.634,1.227,1.824,1.541,1.496,1.58,0.403,0.178,0.889,1
0.901,0.476,0.923,0.179,0.804,0.779,0.972,0.578,0.681,0.155,0.173,0.328,0.491,0.797,0.622,0.714,0.576
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.001,0.006,0.043,0.075,0.18,0.151,0.064,0.471,0.156,0.124,0.19,0.107,0.058,0.029,0.977,1
0,0.083,0.081,0.128,0.11,0.005,0.035,0.436,0.337,0.894,0.808,0.831,0.898,0.58,0.582,0.996,1
0.947,0.357,0.962,0.102,0.989,0.737,0.934,0.362,0.763,0.246,0.528,0.093,0.119,0.079,0.176,0.129,0.156
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.002,0.022,0.002,0.009,0.077,0.065,0.113,0.149,0.105,0.129,0.106,0.214,0.13,0.133,1.012,1
0,0.145,0.156,0.429,0.446,0.846,0.701,0.219,0.23,0.91,0.609,0.676,0.729,0.423,0.441,0.997,1
0.592,0.427,0.5,0.246,0.604,0.385,0.661,0.247,0.345,0.366,0.179,0.247,0.322,0.125,0.203,0.168,0.263
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.048,0.015,0.012,0.026,0.112,0.123,0.123,0.142,0.93,0.204,0.421,0.389,0.694,0.174,0.999,1
0,0.171,0.162,0.882,0.836,0.363,0.082,1.128,1.156,0.921,0.832,1.774,1.743,1.466,0.626,1.016,1
0.205,0.138,0.12,0.138,0.054,0.548,0.499,0.772,0.487,0.281,0.378,0.342,0.227,0.273,0.221,0.316,0.308
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.063,0.018,0.238,0.206,0.861,0.994,1.05,1.039,5.982,5.752,1.533,2.193,1.006,1.016,1.061,1
0,0.078,0.084,0.383,0.35,0.27,0.249,0.743,0.7,0.747,0.575,0.169,0.278,0.565,0.553,0.95,1
0.841,0.378,0.843,0.211,0.921,0.766,0.928,0.516,0.581,0.167,0.333,0.12,0.055,0.289,0.251,0.06,0.055
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.182,0.048,0.503,0.029,1.032,0.949,1.294,1.178,1.016,1.125,2.093,2.294,3.878,4.002,0.996,1
0,0.085,0.082,0.13,0.254,0.001,0.167,0.555,0.544,0.973,1.1,0.067,0.088,0.162,0.159,0.992,1
0.956,0.909,0.865,0.588,0.723,0.756,0.966,0.612,0.83,0.299,0.531,0.557,0.502,0.364,0.406,0.25,0.231
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.019,0.005,0.044,0.002,0.009,0.1,0.034,0.269,0.99,1.001,0.042,0.28,0.059,0.166,0.027,1
0,0.877,1.095,1.703,2.509,0.518,2.983,1.913,0.268,2.415,2.357,9.577,3.073,10.209,2.528,15.39,1
0.965,0.816,0.913,0.423,0.856,0.857,0.886,0.315,0.957,0.327,0.667,0.189,0.185,0.141,0.15,0.106,0.081
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.009,0.03,0.05,0.007,0.025,0.161,0.01,0.813,0.049,0.99,0.405,0.419,0.023,0.848,0.034,1
0,0.098,0.111,0.196,0.209,0.097,0.13,0.598,0.75,0.054,0.898,0.283,0.24,0.632,0.746,1.154,1
0.431,0.133,0.292,0.414,0.472,0.819,0.86,0.366,0.587,0.142,0.358,0.76,0.814,0.448,0.517,0.686,0.8
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.006,0.03,0.021,0.126,0.043,0.303,2.966,0.369,0.061,0.19,0.098,0.243,1.086,1.198,0.968,1
0,0.171,0.258,0.292,0.366,1,0.65,4.001,3.219,3.556,2.005,5.345,4.726,0.101,0.491,0.985,1
0.392,0.244,0.442,0.116,0.314,0.445,0.555,0.152,0.387,0.237,0.137,0.159,0.205,0.309,0.285,0.18,0.143
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.173,0.013,0.361,0.371,1.075,0.97,3.32,1.005,6.475,0.157,2.318,2.235,0.951,1.053,0.965,1
0,0.036,0.032,0.203,0.159,0.061,0.045,0.07,0.44,0.727,0.132,0.043,0.067,0.549,0.452,1.009,1
0.661,0.738,0.205,0.84,0.141,0.937,0.764,0.665,0.428,0.316,0.288,0.753,0.575,0.91,0.929,0.844,0.888
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.018,0.009,0.069,0.061,0.142,0.129,0.178,0.15,0.015,0.982,0.43,0.409,0.499,0.156,0.999,1
0,0.04,0.037,0.245,0.233,0.15,0.185,1.575,1.474,1.649,0.813,0.235,0.063,0.037,1.118,0.931,1
0.803,0.79,0.178,0.914,0.075,0.896,0.591,0.935,0.565,0.781,0.484,0.674,0.47,0.764,0.501,0.535,0.335
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.057,0.271,2.011,0.076,5.232,0.175,6.424,1.304,0.025,1.355,17.181,1.982,7.455,1.416,23.414,1
0,0.054,0.057,0.133,0.099,0.009,0.201,1.085,0.672,1.122,1.003,0.218,0.787,1.083,0.986,0.629,1
0.848,0.868,0.693,0.774,0.207,0.877,0.875,0.977,0.7,0.845,0.768,0.518,0.684,0.531,0.525,0.604,0.469
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.01,0.017,0.078,0.028,0.379,0.087,0.784,0.059,0.072,0.012,0.874,0.913,1.047,0.43,1.026,1
0,0.654,0.303,1.837,1.127,1.743,0.215,0.101,3.118,4.162,4.034,0.495,0.463,1.153,3.252,0.946,1
0.907,0.936,0.705,0.745,0.162,0.893,0.727,0.411,0.545,0.616,0.596,0.298,0.296,0.273,0.359,0.344,0.311
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.04,0.017,0.175,0.033,0.183,0.353,1.208,1.103,1.106,0.991,1.7,1.639,1.329,1.241,1.008,1
0,0.183,0.208,0.231,0.31,0.246,0.132,0.047,0.158,0.444,1.275,0.01,0.113,0.036,0.052,0.991,1
0.547,0.337,0.401,0.172,0.453,0.393,0.66,0.455,0.838,0.225,0.587,0.4,0.444,0.779,0.695,0.419,0.607
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.056,0.021,0.118,0.094,0.22,0.22,0.339,0.345,0.171,0.02,0.362,0.577,0.871,0.896,0.988,1
0,0.465,1.372,1.504,1.432,0.794,1.725,4.801,5.189,5.732,3.65,1.469,1.755,2.081,2.322,0.883,1
0.313,0.078,0.27,0.026,0.28,0.303,0.635,0.489,0.527,0.168,0.231,0.386,0.381,0.429,0.56,0.496,0.422
nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.271,0.202,0.949,1.094,2.305,0.398,2.568,0.951,1.341,1.239,0.545,0.012,2.413,0.245,8.221,1
0,0.492,0.362,0.837,1.064,3.396,0.766,3.37,1.544,3.437,3.355,3.236,1.378,3.143,2.134,1.836,1
